"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"im","DependentProgramEndDate","im:DependentProgramEndDate",1,0,"","","","A date on which the alien dependent's principal program ends.","nc","DateType","nc:DateType",,,
"im","DependentRemarkText","im:DependentRemarkText",1,0,,,,"A field describing the dependent of an alien student or exchange visitor.","nc","TextType","nc:TextType",,,
"im","DependentTerminationCode","im:DependentTerminationCode",1,0,"","01=Conviction of a crime, 02=Death, 03=child over 21","","A reason why a dependent of an alien student or exchange visitor may be terminated.","im","DependentTerminationCodeType","im:DependentTerminationCodeType",,,
"im","DependentTerminationCommentText","im:DependentTerminationCommentText",1,0,,,,"A field detailing why an aliens dependent status was terminated.","nc","TextType","nc:TextType",,,
"im","DependentTerminationDescriptionText","im:DependentTerminationDescriptionText",1,0,,,,"A field indicating the description for the associated alien dependents termination code.","nc","TextType","nc:TextType",,,
"im","DeportationCompleteIndicator","im:DeportationCompleteIndicator",1,0,"","","","True if the deportation has been completed; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","DeportationInProgressIndicator","im:DeportationInProgressIndicator",1,0,"","","","True if the deportation is in progress; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","DeportationOrderLocationText","im:DeportationOrderLocationText",1,0,,,,"A field indicating the location from which the inadmissible alien is removed from the United States.","nc","TextType","nc:TextType",,,
"im","DeportationReliefDate","im:DeportationReliefDate",1,0,"","","","A date on which the alien receives relief from deportation.","nc","DateType","nc:DateType",,,
"im","DetainerLiftReason","im:DetainerLiftReason",1,0,"","","","A classification of the condition under which a detention related to a Detainer (alien detention by another agency) can be lifted.","im","DetentionDetainerLiftType","im:DetentionDetainerLiftType",,,
"im","DetentionDetainerLiftAugmentationPoint","im:DetentionDetainerLiftAugmentationPoint",1,1,"","","","An augmentation point for DetentionDetainerLiftType.",,,,,,
"im","DetentionDetainerLiftCode","im:DetentionDetainerLiftCode",1,0,"","D=Died, C=Case Closed, S=Lifted-Lack of Space, T=Transferred","","A reason under which a DETENTION or a DETAINER can be lifted.","im","DetentionDetainerLiftCodeType","im:DetentionDetainerLiftCodeType",,,
"im","DetentionDetainerLiftDescriptionText","im:DetentionDetainerLiftDescriptionText",1,0,,,,"A field indicating the description for the associated DETAINER LIFT CODE.","nc","TextType","nc:TextType",,,
"im","DetentionReleaseReasonAugmentationPoint","im:DetentionReleaseReasonAugmentationPoint",1,1,"","","","An augmentation point for DetentionReleaseReasonType.",,,,,,
"im","DisabilityAccommodationIndicator","im:DisabilityAccommodationIndicator",1,0,"","","","True if the Applicant has a physical impairment; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","DisabilityAccommodationText","im:DisabilityAccommodationText",1,0,"","","","A requested physical accommodation for a disabled person.","nc","TextType","nc:TextType",,,
"im","DisabilityImpairmentIndicator","im:DisabilityImpairmentIndicator",1,0,"","","","True if the Applicant or Beneficiary has a disability; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","DisciplinaryActionIdentification","im:DisciplinaryActionIdentification",1,0,,,,"An identification of a disciplinary action against an alien student.","nc","IdentificationType","nc:IdentificationType",,,
"im","DisciplinaryActionIndicator","im:DisciplinaryActionIndicator",1,0,,,,"True if a disciplinary action against an alien student occurred; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"im","DistanceFromLandmarkMeasure","im:DistanceFromLandmarkMeasure",1,0,"","","","A number indicating the distance in miles from a landmark to where the alien's ARREST occurred.","nc","LengthMeasureType","nc:LengthMeasureType",,,
"im","DocumentSubmittedDate","im:DocumentSubmittedDate",1,0,"","","","A date the Immigration Document was submitted","nc","DateType","nc:DateType",,,
"im","EducationAugmentation","im:EducationAugmentation",1,0,"","","","Additional information about education.","im","EducationAugmentationType","im:EducationAugmentationType","nc","EducationAugmentationPoint","nc:EducationAugmentationPoint"
"im","EducationLevelCode","im:EducationLevelCode",1,0,"","","","A student education level category a student is pursuing.","im","StudentEducationLevelCodeType","im:StudentEducationLevelCodeType","nc","EducationLevelRepresentation","nc:EducationLevelRepresentation"
"im","EducationLevelCommentText","im:EducationLevelCommentText",1,0,,,,"A field detailing the alien students level of education","nc","TextType","nc:TextType",,,
"im","EmploymentAssociationAugmentation","im:EmploymentAssociationAugmentation",1,0,"","","","Additional information about an employment association.","im","EmploymentAssociationAugmentationType","im:EmploymentAssociationAugmentationType","nc","EmploymentAssociationAugmentationPoint","nc:EmploymentAssociationAugmentationPoint"
"im","EmploymentAuthorizationEndDate","im:EmploymentAuthorizationEndDate",1,0,"","","","A date through which an alien is authorized by DHS to work for a United States business.","nc","DateType","nc:DateType",,,
"im","EmploymentAuthorizationIndicator","im:EmploymentAuthorizationIndicator",1,0,,,,"True if the Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE) has authorized the alien to work for a United States business; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"im","EmploymentAuthorizationStartDate","im:EmploymentAuthorizationStartDate",1,0,"","","","A date that an alien is authorized by DHS to start work for a United States business.","nc","DateType","nc:DateType",,,
"im","EmploymentAuthorizationText","im:EmploymentAuthorizationText",1,0,"","","","A description of the alien's work authorization by DHS to work for a United States business","nc","TextType","nc:TextType",,,
"im","EmploymentCategoryText","im:EmploymentCategoryText",1,0,"","Curricular Practical Training, Optional Practical Training and Off-Campus","","A kind of alien student employment.","nc","TextType","nc:TextType",,,
"im","EmploymentDescriptionText","im:EmploymentDescriptionText",1,0,"","","","A description of the employment of an alien student.","nc","TextType","nc:TextType",,,
"im","EmploymentOffCampusAuthorizationIndicator","im:EmploymentOffCampusAuthorizationIndicator",1,0,"","","","True if off-campus employment is authorized for the alien student; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"im","EmploymentRemarkText","im:EmploymentRemarkText",1,0,,,,"A field describing the alien student employment.","nc","TextType","nc:TextType",,,
"im","EmploymentTimeAbstract","im:EmploymentTimeAbstract",1,1,"","","","A data concept for the kind of alien student employment time code.",,,,,,
"im","EmploymentTimeBasisCodeText","im:EmploymentTimeBasisCodeText",1,0,"","full time or part time","","A time basis of an alien students employment.","nc","TextType","nc:TextType","im","EmploymentTimeAbstract","im:EmploymentTimeAbstract"
"im","EmploymentTimeBasisText","im:EmploymentTimeBasisText",1,0,,,,"A field indicating if the alien student is Full-time or Part-time employed.","nc","TextType","nc:TextType",,,
"im","EmploymentTimeText","im:EmploymentTimeText",1,0,"","full time and part time","","A field indicating the description for the associated kind of alien student employment time code.","nc","TextType","nc:TextType","im","EmploymentTimeAbstract","im:EmploymentTimeAbstract"
"im","EnforcedDeparture","im:EnforcedDeparture",1,0,,,,"An involuntary removal of an alien from the United States.","scr","AlienDeportationType","scr:AlienDeportationType",,,
"im","EnforcementEncounterCategoryText","im:EnforcementEncounterCategoryText",1,0,,"Arrest, Detention, and Deportation",,"A kind of Enforcement Encounter.","nc","TextType","nc:TextType",,,
"im","EnglishRequirementMetIndicator","im:EnglishRequirementMetIndicator",1,0,,,,"True if the alien student has met the English language requirements; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"im","EnrollmentApplicationSubmissionDate","im:EnrollmentApplicationSubmissionDate",1,0,"","","","A date on which the Responsible Officer (RO) or Alternate Responsible Officer (ARO) submits a DS-2019 form for an Exchange Visitor to begin a new program.","nc","DateType","nc:DateType",,,
"im","EnrollmentApplicationSubmissionOfficerIdentification","im:EnrollmentApplicationSubmissionOfficerIdentification",1,0,"","","","An identification of the Responsible Officer (RO) or Alternate Responsible Officer (ARO) who submitted the DS-2019, expressed as a user ID.","nc","IdentificationType","nc:IdentificationType",,,
"im","EstimatedTotalMiscellaneousSchoolTermExpenseAmount","im:EstimatedTotalMiscellaneousSchoolTermExpenseAmount",1,0,,,,"A number indicating the total miscellaneous expenses estimated for alien student for the term.","nc","AmountType","nc:AmountType",,,
"im","ExchangeVisitorAdmission","im:ExchangeVisitorAdmission",1,0,"","","","A non-immigrant alien arriving in the United States on a temporary basis as a participant in a program approved by the Department of State.","im","AlienExchangeVisitorAdmissionType","im:AlienExchangeVisitorAdmissionType",,,
"im","ExchangeVisitorCaseReceiptNumberIdentification","im:ExchangeVisitorCaseReceiptNumberIdentification",1,0,"","","","An identification for the USCIS receipt/case number of the approved waiver.","nc","IdentificationType","nc:IdentificationType",,,
"im","ExchangeVisitorProgramAugmentationPoint","im:ExchangeVisitorProgramAugmentationPoint",1,1,"","","","An augmentation point for ExchangeVisitorProgramType.",,,,,,
"im","ExchangeVisitorProgramClassificationAugmentationPoint","im:ExchangeVisitorProgramClassificationAugmentationPoint",1,1,"","","","An augmentation point for ExchangeVisitorProgramClassificationType.",,,,,,
"im","ExchangeVisitorTerminationAugmentationPoint","im:ExchangeVisitorTerminationAugmentationPoint",1,1,"","","","An augmentation point for ExchangeVisitorTerminationType.",,,,,,
"im","ExchangeVisitorTerminationReason","im:ExchangeVisitorTerminationReason",1,0,"","","","A classification for the reason associated with EXCHANGE VISITOR's program termination.","im","ExchangeVisitorTerminationType","im:ExchangeVisitorTerminationType",,,
"im","ExchangeVisitorTerminationReasonCode","im:ExchangeVisitorTerminationReasonCode",1,0,"","CONVIC=Conviction of Crime, DISCIP=Disciplinary Action, ENGEMP=Engagement in unauthorized employment, FALACT=Failure to pursue EV program activities, FALADD=Failure to submit change of current address within 10 days","","A reason for exchange visitors program termination.","im","ExchangeVisitorTerminationCodeType","im:ExchangeVisitorTerminationCodeType",,,
"im","ExchangeVisitorTerminationReasonDescriptionText","im:ExchangeVisitorTerminationReasonDescriptionText",1,0,"","","","A description of the associated EXCHANGE VISITOR TERMINATION CODE.","nc","TextType","nc:TextType",,,
"im","ExchangeVisitorTwoYearForeignResidentRequirementIndicator","im:ExchangeVisitorTwoYearForeignResidentRequirementIndicator",1,0,"","","","True if the person in J status subject to the two-year foreign resident requirement; false otherwise+E84","niem-xs","boolean","niem-xs:boolean",,,
"im","ExchangeVisitorTwoYearForeignResidentWaiverIndicator","im:ExchangeVisitorTwoYearForeignResidentWaiverIndicator",1,0,"","","","True if person already received a waiver of the two-year foreign residence requirement from USCIS; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","ExtensionOfStayDate","im:ExtensionOfStayDate",1,0,"","","","A date to which the requester wishes to extend his stay in the country.","nc","DateType","nc:DateType",,,
"im","ExtensionRequestIdentification","im:ExtensionRequestIdentification",1,0,"","","","An identification of an alien students request for extension to participating in the program.","nc","IdentificationType","nc:IdentificationType",,,
"im","FacingHarmIndicator","im:FacingHarmIndicator",1,0,"","","","True if the alien faces harm by returning to his/her country; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","FederalGovernmentSponsorIndicator","im:FederalGovernmentSponsorIndicator",1,0,"","","","True if the Federal Government is the sponsor of the Program; false otherwise","niem-xs","boolean","niem-xs:boolean",,,
"im","File","im:File",1,0,"","","","An official record or set of records associated with a person, project, task, or activity.","im","FileType","im:FileType",,,
"im","FileAugmentationPoint","im:FileAugmentationPoint",1,1,"","","","An augmentation point for FileType.",,,,,,
"im","FileControlOfficeText","im:FileControlOfficeText",1,0,"","","","A Field Office or Service Center that has the authorization to handle the Alien's A-File and update CIS to reflect location and movement of the file.","nc","TextType","nc:TextType",,,
